Hour,DHI,Wind speed,Temperature
0,0,1.875509143,14.3413072
1,0,1.800333977,13.87750777
2,0,1.810322285,13.41154403
3,0,1.862366676,12.95051964
4,0,1.974142194,12.52735778
5,0,2.096989155,12.11645982
6,0,2.176448584,12.62097547
7,55,1.841762543,15.34254998
8,97,1.44534409,18.91401815
9,124,1.247821569,22.61565455
10,139,0.862696052,24.50279411
11,147,0.646949768,25.44413748
12,148,0.798727334,25.6083415
13,144,1.139641762,25.14771034
14,133,1.584314227,23.98962337
15,114,2.028534889,22.91329945
16,80,2.422803402,21.1858945
17,4,2.796390057,19.9886835
18,0,3.055195093,19.06352072
19,0,3.14341259,17.93781593
20,0,3.110394239,16.67578624
21,0,2.976838589,15.44853513
22,0,2.78350091,14.454607
23,0,2.541692019,13.67830267
0,0,2.305759907,12.96179022
1,0,2.111046076,12.36294035
2,0,1.971492767,11.85695997
3,0,1.945949793,11.43095354
4,0,2.073508024,11.08357811
5,0,2.288842678,10.79324615
6,0,2.406289339,11.39148913
7,49,2.07089901,14.09034006
8,99,1.774633288,17.61720442
9,125,1.669186473,21.02864291
10,141,1.218722224,22.79390837
11,149,1.049007297,23.79535427
12,151,1.171990752,24.19877486
13,146,1.462076664,24.02434637
14,136,1.7391361,23.22286161
15,116,1.914512277,21.82556289
16,83,2.104345322,19.2958114
17,4,2.350619555,16.97911954
18,0,2.455565691,15.96982673
19,0,2.445546389,14.99851951
20,0,2.455301762,14.11174052
21,0,2.445321798,13.33104004
22,0,2.379413366,12.63578584
23,0,2.298961163,12.0397795
0,0,2.243180513,11.52898464
1,0,2.193684101,11.0885324
2,0,2.188910484,10.6748412
3,0,2.186095476,10.30133557
4,0,2.232023716,9.972921178
5,0,2.313421488,9.646650737
6,0,2.339458466,10.34307065
7,56,2.090452433,13.8357016
8,101,1.575110793,16.96167764
9,127,1.43164897,20.56529903
10,143,1.253738761,22.43241302
11,151,1.152573586,23.62253957
12,152,1.105068803,24.26733958
13,148,1.148214579,24.2203309
14,137,1.223735213,23.49001719
15,118,1.403588057,22.05937835
16,88,1.884577394,19.1963932
17,4,2.403172731,16.66563373
18,0,2.71270299,15.5964935
19,0,2.803573132,14.57363013
20,0,2.778456688,13.59927199
21,0,2.710566998,12.69815057
22,0,2.603729248,11.89101223
23,0,2.487709522,11.15751545
0,0,2.374385357,10.54287693
1,0,2.270981312,9.997031049
2,0,2.15514493,9.489439844
3,0,2.020663738,9.055562234
4,0,1.918685079,8.690626774
5,0,1.888272762,8.403183273
6,0,1.888201594,9.253037344
7,55,1.722220063,13.22034996
8,108,1.381966114,16.41377132
9,128,1.471202135,20.31928208
10,143,1.41697216,22.25924893
11,151,1.360926986,23.37149293
12,153,1.366974115,23.96269447
13,148,1.411835909,23.94255692
14,137,1.401526928,23.27650101
15,118,1.407954574,21.9107623
16,82,1.500772953,19.11434487
17,5,1.776172996,16.6131643
18,0,2.042926073,15.65648585
19,0,2.15620327,14.75455552
20,0,2.201055288,13.85926113
21,0,2.174246073,13.05006863
22,0,2.103039026,12.33182891
23,0,2.056804895,11.70242076
0,0,2.059945822,11.16763331
1,0,2.126516104,10.7152528
2,0,2.140334129,10.28628587
3,0,2.095805883,9.829037771
4,0,1.951883793,9.394917106
5,0,1.694709301,8.981704006
6,0,1.468596816,9.789803609
7,61,1.239204884,13.32812209
8,132,1.009950161,15.57774167
9,127,0.910825908,18.72362414
10,142,1.398637772,22.41822853
11,150,1.686938405,24.1616327
12,152,1.788290977,24.6464003
13,148,1.742072582,24.6679272
14,137,1.574649096,24.07326499
15,118,1.338384271,22.835796
16,85,1.177808523,20.18846191
17,6,1.325005293,17.5440932
18,0,1.591973424,16.62811649
19,0,1.800644994,15.70697109
20,0,1.963350058,14.82663482
21,0,2.025938034,13.98992138
22,0,2.025326252,13.23211397
23,0,2.015916348,12.58395307
0,0,1.994086981,12.01172255
1,0,1.92872417,11.50347759
2,0,1.736822486,11.01751086
3,0,1.542448282,10.61000736
4,0,1.413945436,10.2503063
5,0,1.337175488,9.958513885
6,0,1.359813452,10.8749066
7,64,1.384701371,15.39893697
8,101,1.284872055,18.21424885
9,127,1.463985562,22.1450218
10,143,1.624294996,24.4157455
11,151,1.57599771,25.45429441
12,152,1.491505384,25.91113965
13,148,1.366087675,25.83914645
14,137,1.129428506,25.17120379
15,118,0.891688704,23.83650191
16,86,0.753748238,21.23552103
17,7,0.839098513,18.62385496
18,0,1.075713515,17.69965378
19,0,1.311472416,16.81142675
20,0,1.584099054,15.92661888
21,0,1.817951322,15.0923121
22,0,2.023940563,14.28837433
23,0,2.230192423,13.5473145
0,0,2.39840436,12.90147213
1,0,2.524046659,12.28497586
2,0,2.62671113,11.7711733
3,0,2.697049856,11.34869404
4,0,2.737635136,11.03502684
5,0,2.754380226,10.79584737
6,0,2.738618374,11.67779631
7,65,2.479627848,15.49584749
8,101,1.986131907,18.72094964
9,127,1.966485143,22.38879171
10,143,1.801475525,24.41924943
11,150,1.532334685,25.45605314
12,152,1.371478081,25.84241802
13,148,1.309206605,25.63421283
14,137,1.188521862,24.90646649
15,118,0.994961143,23.69193712
16,86,0.836909652,21.14124965
17,9,1.013071895,18.69007759
18,0,1.373693943,17.90333142
19,0,1.713108182,17.12257912
20,0,1.96585083,16.32036359
21,0,2.20906496,15.51971604
22,0,2.442029715,14.85038338
23,0,2.653512239,14.23367427
0,0,2.819088697,13.734754
1,0,2.885335684,13.34809673
2,0,2.906680107,13.04980433
3,0,2.907354593,12.81623302
4,0,2.900423527,12.61316059
5,0,2.86271596,12.39538214
6,0,2.773837566,13.22156546
7,65,2.407573223,16.6172712
8,99,1.838409781,19.81297095
9,126,1.536122203,23.72324853
10,141,0.62576735,26.11168614
11,149,0.360182464,27.15267889
12,151,0.640140235,27.33819928
13,147,0.967004061,26.94804319
14,260,1.205179214,26.03131635
15,210,1.395957708,24.61629228
16,102,1.733816624,22.13322901
17,11,2.130641222,19.74707419
18,0,2.495652914,18.78784568
19,0,2.768070936,17.79425952
20,0,2.906981945,16.85219841
21,0,2.922546148,15.96651747
22,0,2.897979975,15.18523373
23,0,2.876990318,14.51793028
0,0,2.856376648,14.01117882
1,0,2.777792215,13.53449549
2,0,2.587454557,13.0583869
3,0,2.412251711,12.63272466
4,0,2.258965015,12.28473985
5,0,2.097541332,11.97409653
6,0,1.928764582,12.89092158
7,65,1.617823005,16.5411414
8,100,1.267862558,19.58429035
9,127,1.011837602,23.65864688
10,142,1.009556651,25.66469646
11,150,1.324965358,26.29494031
12,152,1.631642342,26.35690557
13,148,1.839272857,25.91145858
14,137,1.921705484,24.98615101
15,119,2.037588358,23.53962079
16,87,2.294582367,20.83473423
17,13,2.658527136,18.30172304
18,0,2.862884521,17.28251995
19,0,2.870966196,16.30601174
20,0,2.751501322,15.40256771
21,0,2.623008728,14.58796787
22,0,2.543603182,13.89839736
23,0,2.487013102,13.28975947
0,0,2.445146322,12.75816604
1,0,2.454973698,12.29881476
2,0,2.571120262,11.88964249
3,0,2.690971851,11.53427487
4,0,2.735205173,11.19227383
5,0,2.733867884,10.88570718
6,0,2.722842693,11.73635939
7,67,2.419544935,15.17549735
8,101,2.040559769,18.72620299
9,127,2.401225328,22.58545356
10,142,2.136251688,24.56693544
11,150,1.704375744,25.68856318
12,152,1.34931767,26.18051586
13,148,1.196516871,26.07381398
14,138,1.094784617,25.31492935
15,119,1.05137074,23.93314728
16,87,1.356542468,21.26179785
17,11,1.897214651,18.76632253
18,0,2.257573605,17.84551875
19,0,2.430515528,16.93174801
20,0,2.464776039,16.1004836
21,0,2.476970673,15.29185892
22,0,2.536026716,14.55581217
23,0,2.624442101,13.91574751
0,0,2.659971952,13.32166344
1,0,2.607569695,12.83617031
2,0,2.540976524,12.41806831
3,0,2.424313068,12.07275545
4,0,2.191155672,11.78053584
5,0,1.98728621,11.5665037
6,0,1.919173717,12.64109236
7,61,1.690954328,16.45536075
8,144,1.273096681,19.62123145
9,206,0.772531211,23.72725292
10,180,0.190257832,26.03516599
11,148,0.306098253,27.00381703
12,152,0.534529507,27.24788433
13,148,0.808777332,26.88322363
14,138,1.218770981,25.97452759
15,119,1.516350269,24.50730251
16,88,1.686220765,22.00264024
17,13,1.925803423,19.51208288
18,0,2.139179707,18.63011343
19,0,2.311542034,17.67223392
20,0,2.400190592,16.77422865
21,0,2.362919331,15.96044468
22,0,2.28493619,15.29883047
23,0,2.23081398,14.71849276
0,0,2.213280201,14.19044502
1,0,2.181885958,13.69120968
2,0,2.123784542,13.29063582
3,0,2.062199831,12.91694385
4,0,2.081106424,12.6061626
5,0,2.189429998,12.34641184
6,0,2.29155612,13.37494517
7,59,2.056497812,17.09967292
8,100,1.582712412,20.36544982
9,126,1.535774589,24.31895616
10,142,1.398578405,26.29972328
11,150,1.427620888,27.33821888
12,151,1.455677867,27.71389731
13,147,1.5187639,27.52746278
14,137,1.628959775,26.74240547
15,119,1.775820494,25.30745971
16,88,1.990928173,22.74118793
17,19,2.337402821,20.13639914
18,0,2.59711194,19.10803205
19,0,2.727015495,18.07382612
20,0,2.755308867,17.11372871
21,0,2.728331089,16.22106027
22,0,2.662689209,15.46470106
23,0,2.584487915,14.78319149
0,0,2.474316359,14.20705198
1,0,2.304776907,13.71840597
2,0,2.132931232,13.30292889
3,0,1.978180289,12.96859093
4,0,1.859481931,12.70680527
5,0,1.804936767,12.48812139
6,0,1.763043284,13.58003063
7,59,1.534028411,17.30415456
8,101,1.474917889,20.70605569
9,127,2.250525236,23.79743068
10,142,2.428462267,25.1778505
11,150,2.461912394,25.92637257
12,152,2.459250212,26.19521004
13,148,2.493634939,25.91649933
14,138,2.514934778,25.08768101
15,120,2.510771275,23.69101142
16,89,2.431284189,21.26491274
17,17,2.385881662,18.64633087
18,0,2.321343899,17.71626093
19,0,2.157350779,16.85832514
20,0,2.062955141,16.06392736
21,0,1.935036778,15.36673519
22,0,1.748722792,14.76014442
23,0,1.576561213,14.22923011
0,0,1.425312996,13.76016964
1,0,1.263916254,13.37450559
2,0,1.029440403,13.01717507
3,0,0.829269707,12.7337449
4,0,0.73670733,12.50057719
5,0,0.710409164,12.27557821
6,0,0.769488752,13.4759654
7,59,0.813245475,17.57638002
8,102,0.589260101,20.9597117
9,128,0.546777785,24.32186239
10,143,0.783186376,25.7457552
11,151,0.993493021,26.59101939
12,152,1.180120587,26.91208075
13,148,1.35660696,26.7013864
14,138,1.575781226,25.89261978
15,120,1.734951973,24.58656488
16,89,1.828606606,22.19304924
17,19,1.957602501,19.74586913
18,0,2.061310291,18.93312723
19,0,2.118957281,18.19989781
20,0,2.12224412,17.46746126
21,0,2.084466934,16.7040039
22,0,2.095571041,16.01675786
23,0,2.167701483,15.45784474
0,0,2.748607635,19.10267945
1,0,2.694812775,18.96002339
2,0,2.665855408,18.82382767
3,0,2.664666176,18.77656878
4,0,2.718864202,18.78750045
5,0,2.261413336,13.68998815
6,0,2.249180317,13.36387508
7,58,2.193983555,13.5597281
8,145,2.012118101,14.47403637
9,129,1.85397613,16.46897522
10,145,1.810860991,17.92739687
11,153,1.896347284,19.19572946
12,154,2.024520397,20.14571132
13,149,2.216430664,20.36521933
14,136,2.45930171,19.78188488
15,114,2.663702488,18.43414596
16,84,2.699836731,16.07373845
17,0,2.976413965,14.09913605
18,0,3.063896418,13.14478431
19,0,2.989379406,12.27794386
20,0,2.842786551,11.47239795
21,0,2.67692399,10.7228701
22,0,2.489383459,10.01093408
23,0,2.296782017,9.348349881
0,0,2.139796734,8.735930761
1,0,2.067646265,8.186725039
2,0,1.978966832,7.680354503
3,0,1.924746871,7.225491429
4,0,1.890361905,6.813631477
5,0,1.809506178,6.439351644
6,0,1.646651626,6.881111452
7,58,1.303931594,10.45073989
8,111,0.990843713,13.72164469
9,133,1.036037087,16.81728905
10,149,0.908223331,18.87747191
11,156,0.820745111,20.30050489
12,157,0.822366953,21.04859925
13,152,0.9743554,21.11791025
14,139,1.208102703,20.3682431
15,128,1.436072826,18.88810045
16,90,1.763466239,16.03197558
17,0,2.098670959,13.84582535
18,0,2.296554804,12.89595592
19,0,2.345968723,12.00829944
20,0,2.357964516,11.18846837
21,0,2.387304068,10.43931582
22,0,2.415606499,9.755320248
23,0,2.424466372,9.133393373
0,0,2.43457365,8.600148659
1,0,2.470772028,8.122817635
2,0,2.416951895,7.663105128
3,0,2.352391005,7.233928311
4,0,2.334233761,6.844141324
5,0,2.336490393,6.50282063
6,0,2.324645996,6.953648432
7,58,2.087014198,10.41028985
8,112,1.619383812,13.61687178
9,133,1.437866688,17.60340579
10,148,1.15447402,19.82974768
11,156,0.945393682,21.12114482
12,144,0.832170129,21.77004578
13,152,0.798407555,21.78159464
14,139,0.917395115,21.04507058
15,128,1.26432097,19.55688371
16,90,1.900261879,16.600558
17,0,2.461065054,14.29019218
18,0,2.721885443,13.2067694
19,0,2.743992805,12.13859778
20,0,2.659893751,11.15280299
21,0,2.549177885,10.32271755
22,0,2.408827543,9.58335976
23,0,2.22600913,8.945300184
0,0,2.049549103,8.400171726
1,0,1.89524281,7.926871379
2,0,1.749559164,7.46584976
3,0,1.811066628,7.038802759
4,0,2.085450649,6.641462175
5,0,2.378489494,6.239996831
6,0,2.551483393,6.583306482
7,59,2.265217543,9.714935415
8,101,1.737232566,13.31867146
9,133,1.471262217,17.20916203
10,140,1.042745471,19.3339383
11,163,0.75152868,20.74556413
12,176,0.60865891,21.55568096
13,141,0.557180047,21.73046248
14,139,0.461851925,21.13186938
15,129,0.642584801,19.70982839
16,90,1.214984059,16.8822368
17,0,1.887469649,14.66962594
18,0,2.284971952,13.57481347
19,0,2.406758308,12.49583436
20,0,2.359265804,11.49296158
21,0,2.251533031,10.58192627
22,0,2.133873463,9.785459375
23,0,2.006492138,9.094094826
0,0,1.880014539,8.496033216
1,0,1.762419462,7.975286481
2,0,1.549722433,7.485038109
3,0,1.263018489,7.009997429
4,0,1.067073822,6.606986063
5,0,1.092500687,6.220854975
6,0,1.278188109,6.696455748
7,60,1.369829774,10.22253868
8,133,1.257115483,13.36161548
9,169,1.502825499,17.31009161
10,152,1.590413213,19.22662375
11,156,1.642797947,20.38966451
12,143,1.695685148,21.00878596
13,152,1.773790717,21.03057159
14,139,1.79714191,20.37802719
15,117,1.731323481,18.97433716
16,100,1.766028762,16.0974272
17,0,2.000928879,13.86186364
18,0,2.192304611,12.87971171
19,0,2.291152239,11.95524455
20,0,2.389209032,11.0793277
21,0,2.438111782,10.25589024
22,0,2.443517685,9.45420326
23,0,2.38728714,8.704279387
0,0,2.288649321,8.037052145
1,0,2.182239532,7.445929532
2,0,2.124497414,6.937689202
3,0,2.056601048,6.502708761
4,0,2.095575809,6.154714912
5,0,2.227952003,5.837703402
6,0,2.343893528,6.35069882
7,57,2.269611835,10.04154441
8,111,1.943544507,13.35655067
9,121,2.122809649,17.15370704
10,132,2.21800971,19.67256898
11,139,2.232480049,21.30022117
12,143,2.270094156,22.07762006
13,136,2.401341915,21.95935944
14,141,2.597360373,21.07638552
15,131,2.700585127,19.29749404
16,102,2.935336113,15.9674743
17,0,3.168108225,13.43473076
18,0,3.154200792,12.25176669
19,0,3.020651102,11.20553412
20,0,2.823263884,10.3082142
21,0,2.578014135,9.526261699
22,0,2.305444956,8.827816987
23,0,2.081009626,8.198045582
0,0,1.999763727,7.65191259
1,0,2.025785685,7.178505533
2,0,2.060385227,6.737538865
3,0,2.038575649,6.316857441
4,0,2.038505316,5.937744621
5,0,2.059402227,5.633465996
6,0,2.004063606,6.233662267
7,57,1.768674254,10.49145102
8,111,1.384556651,13.69121033
9,121,1.166500092,17.57198264
10,133,1.671482086,21.17908122
11,139,1.737068057,22.70859247
12,143,1.835340261,23.30692182
13,136,1.937734962,23.27226947
14,127,2.019177437,22.56217873
15,131,2.016103745,21.15265957
16,88,2.158765554,17.80290514
17,1,2.429764509,15.44406095
18,0,2.605636597,14.43672617
19,0,2.710216045,13.45901361
20,0,2.789898157,12.57557597
21,0,2.840143681,11.72441897
22,0,2.90860486,10.95809682
23,0,2.924552202,10.27925398
0,0,2.80797863,9.654075293
1,0,2.539144754,9.084555491
2,0,2.14098978,8.535815199
3,0,1.730290413,8.110266253
4,0,1.360362649,7.742238884
5,0,1.045406938,7.430808808
6,0,0.87806046,8.016763486
7,56,0.915139735,12.30029938
8,104,0.918536425,15.41993054
9,132,0.96388936,19.20931217
10,148,1.014524102,21.53620815
11,156,0.971073329,22.85953032
12,157,0.89381367,23.58792245
13,152,0.740224838,23.72443532
14,140,0.441690892,23.14788648
15,118,0.240356818,21.62226059
16,89,0.357835114,18.81029185
17,1,0.648206711,16.54853567
18,0,0.914371848,15.6705067
19,0,1.164950371,14.88217787
20,0,1.39788866,14.12178016
21,0,1.501580715,13.39424438
22,0,1.537257671,12.70076564
23,0,1.549304962,12.05276934
0,0,1.538659096,11.46070493
1,0,1.5442909,10.94760035
2,0,1.636901498,10.47467247
3,0,1.738977432,10.05823341
4,0,1.762970448,9.6774566
5,0,1.737421513,9.375644357
6,0,1.73710072,9.958706896
7,57,1.641343474,13.87907978
8,103,1.322026849,17.03389236
9,131,0.867030561,21.21475345
10,147,0.493462354,23.57558385
11,155,0.346016735,24.58459588
12,156,0.218123823,25.02444734
13,151,0.26671344,24.91014496
14,139,0.700654089,24.05408839
15,118,1.25494504,22.60927396
16,89,1.954401135,19.74612823
17,1,2.553040504,17.47729157
18,0,2.8836236,16.3657553
19,0,3.032415867,15.20575791
20,0,3.133393526,14.06514042
21,0,3.172710657,12.94732198
22,0,3.161147833,11.88728846
23,0,3.128193617,10.95784527
0,0,3.093295336,10.19807631
1,0,3.045158625,9.575951033
2,0,2.899633884,9.023537882
3,0,2.710335016,8.554647334
4,0,2.51960659,8.179776064
5,0,2.356749058,7.876800734
6,0,2.209351063,8.458511799
7,56,1.849164724,11.84024953
8,104,1.383443713,15.30304522
9,132,1.396808267,19.37400765
10,148,1.390743613,21.26694765
11,156,1.479758143,22.21085245
12,157,1.649913788,22.54599911
13,153,1.897153616,22.29296198
14,141,2.074010611,21.44878984
15,119,2.207018614,19.94080121
16,90,2.384010077,17.11105174
17,1,2.643981934,14.80583205
18,0,2.722980976,13.77639216
19,0,2.671875715,12.7669144
20,0,2.491106272,11.80768649
21,0,2.22388649,10.92061476
22,0,1.926561832,10.08579205
23,0,1.61418736,9.348093781
0,0,1.315204978,8.679869068
1,0,1.10208559,8.105799432
2,0,1.042952418,7.585659244
3,0,0.989493072,7.119862107
4,0,0.905471742,6.701549928
5,0,0.86909759,6.333615869
6,0,0.872261405,6.932446952
7,56,0.829760671,10.9988425
8,112,0.70386821,14.28741077
9,121,1.055373073,17.9997685
10,134,1.292553186,19.96069475
11,157,1.426487684,21.22279376
12,159,1.518191814,21.86654357
13,154,1.630223513,21.82884825
14,142,1.660061359,21.14624351
15,120,1.679613233,19.65392137
16,90,1.821652293,16.57016266
17,2,1.961346149,14.19626922
18,0,1.970035076,13.25579051
19,0,1.86318934,12.38242016
20,0,1.718081594,11.58343651
21,0,1.533486843,10.8329698
22,0,1.324971437,10.15833266
23,0,1.094516516,9.565332801
0,0,0.874047518,9.034403542
1,0,0.665269196,8.571485149
2,0,0.565334201,8.170031705
3,0,0.614065826,7.816871503
4,0,0.797678053,7.51483406
